Age,Annual_Income,Transaction_Amounts,Customer_Satisfaction_Score,Number_of_Visits,Net_Promoter_Score,Loyalty_Program_Engagement,Lifetime_Spend,Items_Purchased_Per_Visit,Online_Shopper
58.59,131.19,1.88,77.21,4,0.7897,0.1117,401.34,28,0.0
64.55,76.07,7.06,23.29,4,0.1814,0.1343,529.21,47,1.0
44.12,111.9,2.11,63.67,2,-1.9572,0.3806,487.39,20,0.0
48.13,80.14,13.01,63.92,5,1.3521,0.2073,641.49,24,0.0
71.71,146.57,2.61,11.09,3,-1.0048,0.4158,710.02,34,1.0
64.44,62.17,1.24,77.38,5,0.6361,0.2701,464.69,31,0.0
33.28,69.65,1.18,59.21,4,-0.2682,0.3506,329.77,23,0.0
53.87,77.57,5.81,49.76,1,-0.0875,0.3949,442.05,10,1.0
50.01,78.21,2.3,3.97,1,0.3482,0.0645,541.44,21,1.0
58.26,110.42,1.35,45.84,3,0.6941,0.2803,564.83,12,1.0
42.55,135.99,5.92,85.07,6,0.4004,0.6642,590.45,2,1.0
41.6,123.1,2.74,37.21,1,-2.5185,0.4491,208.27,27,1.0
43.24,104.68,9.35,97.96,2,0.2716,0.4226,614.42,8,0.0
44.28,100.19,3.98,78.69,3,1.6267,0.2439,645.6,8,1.0
58.15,87.87,17.91,82.37,1,1.2154,0.2279,339.04,18,0.0
38.19,107.82,2.35,58.81,2,-0.5845,0.3673,537.81,19,1.0
43.77,95.82,1.66,28.08,3,0.8149,0.5703,488.97,0,0.0
32.11,103.79,5.17,40.25,4,0.03,0.413,414.65,39,
60.07,85.18,6.16,61.79,4,1.1753,0.2685,570.92,5,1.0
62.71,75.96,0.09,88.51,4,-1.6948,0.1891,717.37,20,1.0
46.73,100.51,5.53,72.66,3,1.3923,0.7537,367.0,48,1.0
47.02,100.07,1.0,36.02,3,-0.2438,0.2355,619.12,22,1.0
54.53,88.08,15.95,25.78,2,-0.2253,0.1454,555.69,41,0.0
64.74,84.67,4.29,63.36,3,-0.8377,0.3997,331.87,24,1.0
54.09,111.17,0.68,8.08,2,1.5165,0.2375,608.21,6,0.0
43.02,109.1,0.27,37.46,3,0.7945,0.0688,429.67,23,0.0
33.81,137.53,10.58,25.06,1,1.6152,0.4562,527.87,49,0.0
38.85,127.62,9.51,87.02,3,1.1761,0.1043,423.49,26,0.0
50.73,76.12,2.85,65.63,0,-0.24,0.589,554.6,22,1.0
43.45,96.18,0.46,12.1,4,0.0071,0.4609,437.08,32,1.0
51.95,72.7,2.47,51.12,2,-1.3203,0.088,646.27,24,0.0
44.47,63.22,7.15,78.93,4,0.0923,0.2276,600.71,3,0.0
39.42,143.91,5.42,10.98,2,-0.1004,0.4857,451.3,26,0.0
38.23,129.61,10.02,57.2,3,0.229,0.1147,542.94,6,1.0
65.62,87.4,6.96,75.79,6,-0.4136,0.5735,448.47,7,0.0
58.89,124.87,2.0,20.89,2,0.0608,0.1116,660.2,48,0.0
67.31,127.83,2.09,92.87,3,-0.3327,0.6181,554.05,22,1.0
55.4,61.59,5.22,55.23,4,-0.4628,0.2478,462.72,42,1.0
45.7,117.01,1.86,63.2,2,-0.2449,0.1744,632.16,15,1.0
63.23,90.17,10.11,35.31,6,-0.6867,0.2354,490.94,13,1.0
49.67,107.66,1.99,77.4,2,-1.6909,0.171,539.13,34,
52.21,160.2,3.36,59.87,2,0.96,0.2679,548.82,10,0.0
49.57,131.71,0.22,91.76,2,-0.5874,0.2463,545.22,10,0.0
20.53,97.44,0.63,48.48,2,-1.7032,0.4148,700.03,21,0.0
66.05,128.43,0.71,60.72,2,1.0394,0.2934,571.96,26,0.0
54.91,61.56,2.11,57.51,5,0.8748,0.2853,511.17,29,
53.3,110.07,0.62,57.79,1,-0.2339,0.2512,428.38,26,1.0
49.38,110.55,3.05,71.43,1,-0.406,0.5941,405.41,16,1.0
51.63,114.11,1.57,10.49,3,0.7683,0.4681,608.11,22,0.0
44.03,89.83,1.59,60.33,2,1.4728,0.1102,661.83,17,0.0
56.17,107.64,2.95,41.84,4,-0.838,0.0797,480.34,6,0.0
36.93,117.12,9.62,45.05,6,-0.1407,0.6176,265.34,28,0.0
51.86,53.54,7.17,43.41,3,-0.7437,0.2188,649.73,48,
55.62,93.68,10.76,11.07,3,1.1471,0.1572,542.06,23,0.0
48.01,81.93,23.11,1.47,1,1.3704,0.0872,508.08,36,1.0
53.71,113.24,0.06,10.69,2,-1.2705,0.1252,509.2,29,1.0
40.09,127.56,5.9,43.55,4,-1.596,0.6153,342.09,42,0.0
40.34,87.76,0.64,37.76,2,1.1036,0.3162,387.13,33,1.0
52.37,78.23,13.81,14.17,4,0.6799,0.2178,740.09,44,
56.79,102.34,1.29,72.37,3,-0.614,0.1978,599.01,49,0.0
31.25,76.94,2.15,71.47,6,-0.5922,0.28,585.71,7,0.0
55.22,95.47,19.33,91.13,5,2.2164,0.2342,472.25,31,1.0
44.57,93.36,10.09,84.83,1,1.0501,0.2289,531.4,44,
48.07,111.6,0.24,82.8,1,-1.2009,0.3714,693.92,29,1.0
36.6,106.3,0.24,80.19,3,-1.2525,0.0808,426.09,11,0.0
41.48,103.23,8.54,88.17,3,0.8091,0.5324,600.6,9,1.0
59.66,132.74,0.36,51.43,4,-0.2328,0.5177,579.51,2,1.0
50.33,105.39,9.54,7.82,2,0.1482,0.0799,595.7,25,1.0
46.17,91.64,12.93,56.66,3,-1.5778,0.4675,436.11,44,0.0
48.84,94.1,0.12,84.65,5,1.1477,0.3677,533.34,49,0.0
54.89,84.71,1.24,9.5,5,-0.0661,0.0158,449.45,35,1.0
54.4,79.63,0.12,82.03,2,-0.389,0.4803,470.7,49,1.0
49.25,72.21,0.38,13.76,3,-0.003,0.3625,519.56,28,0.0
60.93,122.68,3.82,2.59,4,-0.3374,0.2389,604.28,20,1.0
59.7,85.63,6.55,70.22,5,-0.8101,0.5317,359.11,27,
54.13,106.32,3.26,64.5,2,-2.254,0.2813,599.92,29,
50.55,94.0,2.44,87.81,6,-0.3109,0.1432,535.5,8,0.0
56.57,99.42,1.16,66.28,4,1.7241,0.322,544.3,40,1.0
53.14,123.08,1.35,26.35,2,-0.8783,0.4533,477.25,44,1.0
60.61,103.53,4.37,92.14,3,2.0685,0.0516,586.68,35,0.0
59.0,81.55,9.68,90.27,4,0.1034,0.3492,571.9,26,0.0
39.82,88.72,2.59,94.27,9,-0.9039,0.315,573.9,38,0.0
39.14,117.2,14.04,73.85,4,-1.4413,0.0665,451.65,36,0.0
42.99,109.66,0.27,86.96,8,-0.0974,0.0459,518.51,6,1.0
59.76,118.45,8.84,24.1,2,-0.1811,0.2587,338.01,48,1.0
34.24,95.23,2.07,58.53,4,-0.2986,0.415,373.55,43,
53.95,72.08,10.15,26.77,6,-0.337,0.2614,494.54,19,1.0
53.63,110.13,12.59,32.74,5,-0.4113,0.1754,591.34,0,1.0
61.63,105.06,6.03,82.75,1,0.7356,0.1114,541.31,2,0.0
51.8,105.58,2.19,71.05,3,0.2966,0.1006,452.43,9,0.0
36.57,72.37,3.05,92.62,3,0.7437,0.1342,341.28,27,0.0
40.41,87.2,4.01,78.24,3,-1.5206,0.0811,384.33,28,0.0
38.18,81.23,3.1,29.05,3,-1.5279,0.3198,393.25,46,1.0
44.62,107.99,7.83,88.24,1,-0.0079,0.2302,418.51,38,
48.17,108.68,7.38,7.62,2,0.3499,0.313,529.61,44,1.0
38.35,99.13,0.06,8.16,2,-0.0289,0.138,622.17,13,1.0
64.71,119.35,0.82,27.32,1,0.1881,0.3295,526.55,20,1.0
36.75,129.81,2.26,80.5,1,-0.5937,0.1397,419.79,34,0.0
63.46,107.06,5.58,92.75,6,-0.7331,0.5655,379.17,19,0.0
61.85,113.42,1.3,64.56,2,-1.098,0.282,601.69,38,0.0
58.98,89.17,1.95,92.83,2,-0.0174,0.0689,383.01,19,0.0
43.06,85.49,3.1,60.03,2,0.3766,0.3229,440.68,42,1.0
53.42,120.19,4.45,93.22,1,0.7723,0.1308,443.65,43,1.0
37.23,82.51,11.6,42.44,2,0.5193,0.0741,476.65,30,0.0
59.11,113.94,8.16,97.22,3,-1.9411,0.3454,386.05,14,0.0
49.26,134.39,2.23,21.06,4,0.4278,0.6056,504.87,4,
45.91,113.07,7.3,23.19,4,0.8511,0.1592,477.06,44,0.0
37.76,98.38,8.94,24.47,4,0.8724,0.2902,365.76,8,0.0
25.22,73.19,3.69,16.8,3,0.0217,0.0872,591.59,23,1.0
39.61,103.27,1.76,50.77,2,0.7396,0.4759,447.8,14,1.0
61.13,120.18,14.33,54.29,6,-1.5284,0.0782,518.22,26,1.0
45.97,96.42,16.38,77.86,4,-0.8698,0.1671,605.01,30,1.0
48.31,120.43,1.27,30.51,2,-0.9235,0.0585,390.02,48,0.0
56.56,107.3,7.69,91.11,1,-1.041,0.2283,490.74,17,0.0
68.06,105.83,0.21,83.32,3,-0.2453,0.1517,388.37,35,1.0
63.25,93.66,0.01,74.98,1,1.1151,0.301,603.39,49,0.0
40.28,70.88,2.17,98.15,3,-2.5011,0.4302,358.86,18,1.0
30.57,91.5,3.1,2.62,2,-2.0852,0.2075,410.36,31,1.0
73.6,91.34,3.95,98.82,4,2.7997,0.3752,554.69,29,0.0
72.69,111.51,2.38,23.44,2,2.1311,0.2411,483.68,40,0.0
51.88,99.7,0.69,4.17,4,1.2193,0.251,520.95,19,0.0
37.3,121.66,2.11,44.87,3,0.6775,0.1818,500.46,5,0.0
59.63,105.63,8.62,68.63,7,0.643,0.0903,503.49,32,1.0
48.92,89.91,2.05,29.51,3,2.1036,0.2922,422.25,33,0.0
48.87,83.7,4.49,44.78,1,0.5495,0.0342,456.14,47,
58.94,87.93,5.71,23.68,0,0.4975,0.5113,639.39,2,1.0
53.34,103.22,6.59,0.13,4,-0.4441,0.0855,461.87,9,1.0
38.14,92.54,3.35,89.4,3,0.7591,0.1508,608.38,37,0.0
46.75,78.47,0.67,36.22,2,-1.9202,0.3862,621.27,43,0.0
56.61,120.13,11.54,14.65,3,0.1389,0.2051,442.76,41,1.0
55.1,103.05,1.51,38.53,1,0.579,0.5795,467.88,26,
52.62,105.49,2.07,1.4,2,1.5085,0.3775,516.15,38,0.0
59.33,83.55,7.43,8.04,2,-1.5655,0.1341,603.61,9,0.0
46.38,79.17,7.21,55.74,3,1.3079,0.712,600.66,16,
51.79,96.76,11.34,22.54,4,-0.1183,0.2301,433.87,11,0.0
16.24,59.44,0.17,65.52,8,2.7417,0.4022,596.51,31,1.0
45.5,115.6,10.38,45.23,1,-1.0131,0.2344,285.79,33,
57.64,85.92,7.86,7.15,5,0.4332,0.1462,465.33,20,1.0
46.1,94.65,3.72,52.94,2,0.754,0.1373,675.13,24,1.0
45.34,108.54,0.87,63.35,5,1.76,0.3192,545.2,15,0.0
39.59,95.51,3.94,55.76,3,1.1398,0.043,419.8,39,0.0
60.03,76.63,1.08,25.5,2,1.6898,0.326,552.26,11,1.0
55.48,130.11,16.76,2.79,3,-1.5911,0.2631,601.05,14,1.0
58.25,69.35,6.17,41.88,4,0.8482,0.0767,382.54,14,
32.74,55.27,4.53,65.94,4,-0.6496,0.1707,455.94,27,1.0
48.4,117.49,8.39,6.99,2,0.5724,0.0846,657.38,42,
47.2,70.81,3.8,91.71,3,0.7284,0.1833,798.28,21,0.0
47.19,125.06,0.31,34.23,3,0.4111,0.3142,529.24,15,1.0
43.84,107.54,1.5,34.59,3,0.2028,0.2252,445.6,36,0.0
46.54,105.66,20.0,33.33,7,0.1644,0.2982,425.03,3,1.0
58.5,88.62,9.51,89.98,2,-0.2001,0.0427,766.82,27,0.0
30.87,83.49,13.12,94.5,5,-0.5746,0.3144,624.05,48,0.0
67.77,92.47,0.51,89.09,1,-0.4528,0.0525,673.37,39,0.0
54.84,82.46,1.43,78.86,1,0.0436,0.5845,701.58,45,0.0
49.58,124.15,0.33,26.04,3,1.5597,0.2276,389.23,13,0.0
59.07,85.15,8.63,74.06,5,-0.7014,0.4005,429.25,42,1.0
35.48,110.13,0.96,29.17,1,0.2069,0.2845,651.19,42,0.0
43.35,120.1,2.64,37.66,2,-1.7819,0.5624,626.5,48,1.0
48.79,82.38,1.57,14.37,2,0.9803,0.3464,514.66,1,0.0
63.66,107.53,13.32,52.76,3,-1.0063,0.2316,439.0,16,0.0
49.54,82.12,4.69,80.66,7,-1.6074,0.6457,351.2,47,0.0
54.5,96.53,8.03,67.83,2,1.0501,0.3477,568.23,40,0.0
44.1,90.83,4.61,37.85,1,0.5492,0.2818,515.87,43,1.0
54.87,86.09,4.74,66.96,2,0.1569,0.1827,661.72,32,0.0
66.77,103.16,2.41,63.38,1,-0.1154,0.0832,624.64,10,0.0
59.96,75.72,1.37,54.07,5,-1.555,0.2638,420.81,8,
49.19,118.58,2.14,26.79,5,1.144,0.4356,350.59,0,0.0
56.75,78.37,1.75,2.88,6,0.6453,0.4956,623.18,18,0.0
55.78,74.66,5.88,3.81,3,-0.2374,0.3744,645.23,10,0.0
55.07,94.95,2.75,95.17,5,-0.6221,0.474,485.24,47,1.0
61.12,92.55,3.99,86.76,6,0.4689,0.1999,674.91,14,0.0
61.04,107.11,7.37,23.71,3,0.7509,0.0605,563.11,46,0.0
48.73,101.7,1.55,19.44,3,0.997,0.3239,517.51,1,1.0
56.42,67.45,2.76,30.32,1,0.1068,0.2942,296.67,12,0.0
46.17,119.73,3.66,57.23,4,1.0721,0.306,550.41,10,1.0
40.77,94.45,0.28,1.73,1,0.2597,0.2423,508.44,36,0.0
47.31,104.83,0.83,89.22,4,-0.8513,0.3912,506.79,1,1.0
49.24,144.04,0.33,77.46,4,0.2956,0.1043,601.53,40,1.0
33.38,125.73,6.98,52.84,6,-0.1998,0.2939,510.17,6,0.0
58.6,104.21,1.78,86.56,2,-0.0504,0.2308,406.5,38,0.0
22.33,72.54,2.75,54.85,3,-0.5678,0.2473,402.23,19,1.0
77.15,72.87,5.58,8.87,3,0.6496,0.2454,392.82,11,1.0
65.02,123.24,16.98,55.81,3,1.623,0.3055,499.56,39,1.0
47.39,91.96,8.33,48.06,3,1.6954,0.3352,617.51,13,1.0
50.09,96.63,0.3,69.43,3,-0.8553,0.6693,652.96,7,0.0
53.03,77.09,1.82,34.61,3,-1.4672,0.067,664.01,15,0.0
44.11,108.92,0.25,36.03,4,-0.4533,0.2081,503.56,49,1.0
51.93,122.83,0.32,94.2,1,0.3883,0.4079,533.26,4,0.0
48.56,130.47,0.68,91.91,1,0.1877,0.427,487.79,8,1.0
49.06,91.04,1.94,90.06,4,-0.4887,0.4399,454.47,30,0.0
51.81,112.9,1.32,41.49,4,-0.8965,0.153,430.19,9,0.0
36.86,98.1,2.17,74.95,3,2.273,0.0401,438.41,4,1.0
50.4,117.61,8.63,93.97,1,0.6318,0.2835,380.77,27,0.0
51.63,99.92,7.99,96.69,4,-0.5351,0.6335,363.7,36,1.0
51.29,83.52,2.16,24.27,1,-2.5345,0.3406,466.57,3,1.0
47.84,126.4,5.39,21.45,2,-0.7818,0.4223,539.7,0,0.0
61.38,101.97,2.33,49.79,2,0.9237,0.1724,436.69,34,1.0
46.46,92.97,2.44,86.96,7,0.2146,0.2877,536.94,38,0.0
52.27,103.56,5.63,52.84,5,2.2359,0.3315,434.76,13,1.0
62.97,85.27,2.43,79.19,4,0.7506,0.2051,366.62,44,0.0
49.21,108.31,3.98,47.45,4,-1.6325,0.8555,698.73,48,0.0
52.14,96.07,0.61,75.12,0,0.0202,0.1076,567.31,5,1.0
49.04,84.1,3.87,26.61,2,-0.3341,0.6277,195.82,45,
62.37,147.54,6.77,82.42,2,1.3577,0.2671,594.97,0,
47.42,79.85,10.96,79.71,3,-0.3293,0.4936,328.28,24,1.0
62.83,107.07,0.8,22.49,2,0.7213,0.1953,585.58,6,0.0
48.96,101.14,2.64,87.25,0,-0.3518,0.3254,585.87,37,0.0
41.41,79.49,3.33,11.79,3,0.2093,0.2168,540.98,29,0.0
56.79,93.25,11.76,76.87,3,-1.1404,0.4235,447.21,49,0.0
46.95,73.15,1.49,85.01,0,-2.4354,0.1821,651.09,7,0.0
56.21,141.33,0.91,82.88,4,0.0952,0.3663,533.29,5,1.0
22.71,94.64,0.76,24.42,1,-1.1435,0.4579,613.75,4,1.0
50.05,96.34,0.84,8.12,3,-0.5938,0.5541,396.05,14,0.0
45.4,138.9,10.18,2.91,1,-1.8184,0.2736,364.72,26,0.0
39.37,83.52,4.84,2.4,2,0.6533,0.333,491.55,12,
44.47,125.89,2.73,51.1,5,-0.4839,0.271,386.27,35,1.0
44.26,111.85,10.08,20.02,2,0.2573,0.18,517.86,30,0.0
49.52,60.42,1.77,87.1,3,0.5328,0.2869,358.35,36,1.0
36.33,92.58,13.15,16.41,4,-0.2109,0.0784,367.72,33,1.0
53.16,108.73,7.11,67.09,2,-0.3402,0.3144,408.75,34,0.0
63.66,100.71,0.1,91.8,6,0.9934,0.3615,492.22,37,0.0
52.81,100.77,3.11,96.48,1,-1.6757,0.2048,590.67,27,1.0
58.09,87.86,9.24,85.89,0,-0.4939,0.3981,606.65,21,0.0
60.95,85.74,2.52,20.44,3,0.4707,0.2135,459.15,41,0.0
62.36,93.83,21.77,52.94,5,0.0702,0.3658,399.61,5,0.0
68.7,139.23,9.37,18.46,5,-0.3269,0.5189,502.62,43,1.0
45.01,81.85,6.99,59.81,4,0.1769,0.2233,537.27,43,1.0
42.82,90.36,0.73,23.91,2,-0.2843,0.1762,418.69,37,0.0
57.83,100.58,0.57,33.01,1,-0.4471,0.4062,574.32,2,1.0
57.08,70.74,5.12,55.23,1,1.4516,0.2098,756.43,49,0.0
57.76,108.64,5.42,12.22,4,0.4082,0.5404,683.98,41,1.0
68.89,74.24,0.8,35.44,4,-0.0833,0.6058,547.66,27,1.0
50.11,78.26,9.62,34.0,6,-0.1525,0.7501,498.1,34,1.0
54.26,77.29,10.35,58.54,4,-1.3417,0.3748,522.72,13,1.0
40.2,67.19,2.69,57.24,0,1.9066,0.2907,516.8,5,1.0
71.35,125.37,4.68,39.0,4,-0.464,0.1083,590.92,3,0.0
46.63,110.43,3.57,86.56,7,1.0055,0.2309,688.63,4,1.0
46.92,118.45,0.18,64.29,6,0.3097,0.5608,477.28,32,0.0
46.53,116.63,0.47,80.45,2,-0.3331,0.2079,560.58,26,1.0
43.55,96.64,7.57,57.07,3,-0.8892,0.3001,559.53,6,0.0
42.71,99.41,3.35,38.12,1,-1.8559,0.2613,541.73,38,0.0
44.76,120.27,4.72,37.99,3,0.0095,0.2192,577.68,18,
36.34,132.77,4.74,20.72,4,-1.8676,0.6087,522.5,16,1.0
42.15,74.84,2.39,83.34,0,0.7068,0.2434,492.4,13,1.0
69.49,150.4,0.15,84.28,4,0.6061,0.146,418.72,40,0.0
57.36,73.69,7.73,10.91,6,-1.1756,0.2472,579.12,14,1.0
59.26,90.76,3.16,83.13,2,-0.3321,0.2306,408.4,15,1.0
61.77,101.48,0.75,82.08,3,-1.2383,0.0976,619.21,16,0.0
68.34,103.32,0.11,60.27,5,1.5452,0.4968,389.36,37,1.0
32.29,139.28,0.09,74.63,3,-0.3955,0.2236,487.17,12,0.0
37.7,120.24,0.17,92.11,2,-0.6511,0.0972,570.57,33,0.0
41.96,108.26,0.84,48.56,1,-0.6459,0.7325,661.55,1,1.0
45.3,120.71,1.32,77.69,3,0.2844,0.1808,564.5,33,1.0
46.99,106.92,1.42,95.89,4,-0.4497,0.4339,463.5,11,1.0
45.53,86.49,5.0,38.17,1,-0.0299,0.157,652.2,43,0.0
52.19,109.71,1.38,44.69,3,-0.467,0.5853,433.34,13,0.0
50.35,101.35,5.6,65.45,4,1.0545,0.4374,555.61,37,1.0
42.77,83.14,8.67,49.86,3,-0.8208,0.4197,539.38,48,0.0
28.24,125.26,2.43,26.06,4,-1.3925,0.4744,478.12,18,0.0
40.07,98.91,6.34,60.88,2,-1.305,0.3905,623.7,13,
44.51,77.59,0.55,75.99,5,-0.0597,0.1553,378.0,4,0.0
47.53,80.75,1.99,0.57,2,-1.8718,0.028,495.41,26,1.0
38.7,110.7,5.74,20.07,3,0.3254,0.3158,465.39,48,1.0
45.09,120.99,13.43,99.39,0,-1.4347,0.6218,628.07,17,1.0
38.69,109.63,4.78,85.91,3,1.2307,0.136,579.43,4,0.0
48.74,109.72,2.26,99.53,5,0.5141,0.3519,551.36,19,0.0
39.27,83.79,1.88,63.98,3,0.4499,0.2329,433.04,26,1.0
41.51,101.86,2.48,50.61,2,-0.0522,0.4294,535.71,39,0.0
36.91,93.4,5.29,3.21,5,-0.2252,0.368,394.11,5,1.0
48.46,96.1,1.98,34.46,3,0.9838,0.2024,257.78,28,0.0
41.34,97.76,3.17,41.43,6,-0.7339,0.5197,532.6,2,0.0
59.07,86.8,7.11,13.23,4,-0.1699,0.1112,361.47,1,0.0
54.06,115.03,1.36,39.5,2,0.1575,0.2327,489.41,47,
49.3,79.82,6.3,22.55,4,0.6017,0.2866,646.71,42,0.0
42.03,74.03,7.17,44.22,5,-0.292,0.2346,288.42,16,1.0
53.81,84.3,9.96,59.18,1,0.8374,0.2741,542.48,33,1.0
56.91,117.67,0.12,66.67,1,0.3246,0.3573,413.33,22,0.0
51.43,106.78,0.6,54.02,5,0.9283,0.4911,664.08,42,1.0
66.04,64.34,15.49,3.62,1,0.1395,0.0444,572.01,29,0.0
54.6,111.95,0.67,91.75,2,2.304,0.086,732.85,34,1.0
59.14,99.03,3.35,82.6,4,-0.4999,0.2837,540.16,48,1.0
51.34,91.65,0.91,60.25,3,0.5307,0.2571,470.78,6,0.0
56.76,95.16,8.35,85.38,0,0.5635,0.4725,480.48,49,0.0
42.03,73.33,0.51,86.95,2,1.1325,0.2054,602.14,20,0.0
45.42,103.46,0.45,22.78,3,0.2821,0.3447,505.73,11,1.0
53.49,74.65,3.51,26.63,3,1.9601,0.2675,604.12,19,1.0
53.42,93.0,1.36,7.06,6,0.8577,0.4537,491.81,18,0.0
55.08,93.03,5.42,55.29,3,0.5209,0.0942,502.52,2,0.0
61.0,115.4,5.77,71.63,1,-1.2301,0.3737,449.18,19,0.0
35.75,100.79,4.41,11.15,0,0.6016,0.114,408.05,24,0.0
40.26,114.12,9.0,46.93,4,-0.1906,0.2534,352.37,45,1.0
52.3,76.09,5.98,81.5,5,0.568,0.5331,424.7,37,0.0
42.76,97.84,1.04,66.45,5,-0.9201,0.1604,601.87,24,1.0
83.78,110.61,0.41,56.31,5,1.2707,0.4749,535.89,43,0.0
55.16,124.85,6.89,52.84,3,-0.4261,0.2259,612.94,34,1.0
49.22,77.22,6.74,37.04,4,0.86,0.226,503.86,3,0.0
44.85,83.18,9.5,43.66,5,-0.7713,0.7638,486.74,40,1.0
45.2,110.11,1.13,29.1,3,2.1514,0.2979,338.68,27,0.0
50.3,132.23,1.26,67.4,2,-1.7342,0.0791,485.4,32,0.0
51.12,105.72,4.3,64.36,7,-1.4161,0.7665,621.04,47,1.0
45.43,77.8,0.85,20.17,4,-1.0559,0.5393,538.68,9,0.0
47.27,78.19,1.76,26.8,1,-0.7399,0.2814,736.65,4,0.0
63.44,102.7,8.37,98.63,5,-0.0818,0.1124,450.76,12,0.0
63.85,107.15,2.03,10.45,3,1.6014,0.1613,509.47,42,0.0
52.52,95.57,0.06,69.35,5,-0.4652,0.4469,449.02,25,
36.59,78.42,5.26,51.64,0,-0.378,0.2597,550.69,9,1.0
55.39,122.03,1.0,7.81,0,0.7555,0.2128,455.36,10,0.0
65.54,93.03,1.09,5.94,0,-1.0608,0.2631,645.37,13,1.0
63.7,110.54,0.08,80.16,6,-0.1569,0.1721,489.38,49,1.0
57.34,64.54,4.31,61.74,5,-1.5938,0.4606,414.32,49,1.0
64.22,124.02,4.13,4.47,3,-0.9059,0.1585,396.71,43,1.0
50.53,86.3,0.51,28.8,3,-1.9442,0.3186,424.38,35,0.0
56.28,126.89,0.26,25.87,6,1.4093,0.47,672.78,32,1.0
43.19,112.25,3.37,56.12,4,0.4751,0.1132,342.63,1,1.0
52.92,71.43,7.6,24.13,2,-0.5953,0.3708,524.19,35,0.0
63.3,104.91,15.37,79.47,0,-2.0121,0.6406,627.35,0,0.0
44.11,133.13,0.39,23.81,1,0.3701,0.1715,445.29,37,0.0
41.39,88.04,6.16,45.09,2,1.3318,0.0761,520.25,23,0.0
50.97,133.17,1.06,42.21,2,0.1365,0.2774,558.04,35,0.0
47.73,107.71,0.17,7.15,2,-1.1738,0.2165,408.37,45,
56.49,126.81,2.04,38.96,5,-0.9665,0.4828,492.85,47,1.0
45.47,103.19,4.27,40.81,4,-0.1519,0.022,605.57,16,1.0
67.18,97.52,4.6,14.56,5,0.3311,0.4333,560.39,14,0.0
37.1,136.74,0.25,88.5,1,-0.5819,0.4157,403.6,37,0.0
62.54,114.43,13.14,37.34,3,-0.4894,0.556,492.37,28,1.0
42.35,95.29,0.28,84.82,1,-0.1655,0.0855,516.94,1,1.0
32.04,108.48,1.22,58.22,1,1.7087,0.5877,571.85,18,
52.38,88.7,2.83,0.97,5,-0.4851,0.6289,463.79,45,0.0
47.45,102.16,14.56,68.25,2,2.0801,0.2728,427.53,42,1.0
38.9,123.91,23.68,40.42,5,-0.7002,0.4182,632.91,28,1.0
33.19,96.76,0.0,73.19,4,-0.332,0.2154,542.59,5,1.0
49.92,82.51,1.27,68.94,0,1.2176,0.3441,543.44,10,
59.76,80.66,3.48,73.89,6,0.1867,0.335,415.03,7,1.0
55.85,101.47,5.93,69.19,4,1.1878,0.3472,610.43,30,1.0
50.57,83.85,5.35,2.05,2,-0.5704,0.4061,418.61,34,0.0
54.79,71.35,1.45,96.5,3,-0.0767,0.3696,500.03,35,0.0
49.73,76.03,1.1,46.36,1,-0.2786,0.6043,457.19,0,0.0
35.7,123.5,0.07,89.12,3,1.3643,0.2286,491.3,45,1.0
35.79,97.15,9.25,16.48,4,0.5226,0.1152,476.13,6,1.0
47.97,101.16,2.38,35.72,5,-0.9566,0.1597,604.99,49,1.0
48.39,80.67,9.99,97.39,1,-0.7486,0.3264,402.77,47,0.0
58.51,88.37,1.96,87.51,2,-1.1248,0.1909,472.66,9,0.0
57.57,87.72,7.05,79.75,5,0.3061,0.2121,537.15,41,1.0
56.05,94.46,0.36,29.02,6,-0.0943,0.1241,408.16,30,
47.2,66.83,8.34,70.52,3,-0.2461,0.1742,377.16,27,1.0
36.19,121.79,11.08,24.11,2,1.2531,0.1566,533.68,9,0.0
54.12,99.67,1.54,67.14,6,2.5938,0.2826,628.33,10,1.0
55.25,104.04,0.76,96.72,3,0.0911,0.2431,432.92,29,0.0
26.11,118.29,1.09,34.99,0,-0.7032,0.1613,517.5,16,0.0
41.66,116.75,10.12,48.84,4,0.771,0.1648,569.49,34,0.0
43.09,88.5,1.69,39.96,3,1.2175,0.3879,470.12,16,1.0
51.18,112.09,1.32,9.97,5,1.2087,0.478,608.5,28,
41.97,111.88,19.29,95.1,5,-0.0256,0.4519,513.75,43,1.0
49.62,106.32,5.54,38.7,3,-0.6641,0.3432,497.22,19,0.0
47.89,121.22,8.93,96.07,3,0.0158,0.4537,380.47,35,1.0
48.41,115.99,6.87,72.02,2,0.8901,0.2386,397.84,9,0.0
42.84,114.55,2.34,22.12,6,-0.2242,0.1448,573.95,10,1.0
43.61,127.31,9.93,60.75,1,-0.2432,0.4469,597.1,5,1.0
39.2,100.57,4.44,9.1,3,-1.6878,0.2129,612.76,24,1.0
53.8,101.16,5.36,19.56,2,0.6971,0.0182,543.64,28,0.0
55.71,116.38,1.97,10.64,3,-0.0431,0.2294,326.91,17,1.0
42.29,96.43,19.86,6.48,1,-1.2292,0.2827,516.28,32,
65.21,109.63,9.64,61.87,3,-0.6771,0.5052,596.25,10,0.0
46.85,88.8,0.8,26.95,3,0.8049,0.1922,570.87,44,0.0
65.3,54.41,1.14,75.71,3,-0.6515,0.2167,383.29,45,1.0
